;;;;;;;;;;;Package.Mass.Value;;
ID;WEEK COM;MONTH;ORIGIN;ORIGIN CITY;DESTINATION  (DROP LIST);MODE;UNITS;CARTON;GOH UNITS;TOTAL UNITS;WEIGHT;CBM;TYPE
1;8/30/2021;August;Turkey;Istanbul;DE;Road;34237;1356;0;34237;13560;97,63;FTL
2;8/30/2021;August;Turkey;Istanbul;DE;Road;18440;1251;0;18440;12510;90,07;FTL
3;8/30/2021;August;Turkey;Istanbul;UK;Road;19765;1237;0;19765;12370;89,06;FTL
4;8/30/2021;August;Turkey;Istanbul;UK;Road;51059;1487;0;51059;14870;107,06;FTL
5;8/30/2021;August;Turkey;Istanbul;DE;Road;27046;1286;0;27046;12860;92,592;FTL
6;8/30/2021;August;Turkey;Istanbul;UK;Road;23155;1223;0;23155;12230;88,056;FTL
7;8/30/2021;August;Turkey;Istanbul;UK;Road;28049;1186;1701;29750;13561;85,392;FTL
8;8/30/2021;August;Turkey;Istanbul;DE;Road;18664;1220;0;18664;12200;87,84;FTL
9;8/30/2021;August;Turkey;Istanbul;DE;Road;42792;1289;0;42792;12890;92,808;FTL
10;8/30/2021;August;Turkey;Istanbul;UK;Road;18685;1135;0;18685;11350;81,72;FTL
11;8/30/2021;August;Turkey;Istanbul;UK;Road;30634;1257;0;30634;12570;90,504;FTL
12;8/30/2021;August;Turkey;Istanbul;DE;Road;25092;1277;0;25092;12770;91,944;FTL
13;8/30/2021;August;Turkey;Istanbul;UK;Air;334;22;0;334;220;1,584;LTL
14;8/30/2021;August;Spain;Madrid;DE;Road;22412;926;0;22412;9260;66,672;FTL
15;8/30/2021;August;Spain;Barcelona;DE;Road;20590;970;0;20590;9700;69,84;FTL
16;8/30/2021;August;Spain;Barcelona;DE;Road;7348;293;0;7348;2930;21,096;FTL
17;8/30/2021;August;Spain;Barcelona;DE;Road;13162;957;0;13162;9570;68,904;FTL
18;8/30/2021;August;Spain;Barcelona;DE;Road;15389;754;0;15389;7540;54,288;FTL
19;8/30/2021;August;Spain;Barcelona;DE;Road;12871;861;0;12871;8610;61,992;FTL
20;8/30/2021;August;Turkey;Istanbul;US;Sea;18457;994;0;18457;9940;71,568;FCL
21;8/30/2021;August;Turkey;Istanbul;US;Sea;18584;872;0;18584;8720;62,784;FCL
22;9/6/2021;September;Turkey;Istanbul;US;Sea;22357;907;0;22357;9070;65,304;FCL
23;9/6/2021;September;Turkey;Istanbul;US;Sea;24333;1001;0;24333;10010;72,072;FCL
24;9/6/2021;September;Turkey;Istanbul;US;Sea;24488;970;0;24488;;;FCL
25;9/6/2021;September;Turkey;Istanbul;US;Sea;4628;181;0;4628;1810;13,032;FCL
26;9/6/2021;September;Turkey;Istanbul;US;Sea;17166;895;0;17166;8950;64,44;FCL
27;9/6/2021;September;Turkey;Istanbul;US;Sea;19011;1015;0;19011;10150;73,08;FCL
28;9/6/2021;September;Turkey;Istanbul;US;Sea;24831;898;0;24831;8980;64,656;FCL
29;9/6/2021;September;Turkey;Istanbul;US;Sea;27581;1051;0;27581;10510;75,672;FCL
30;9/6/2021;September;Turkey;Istanbul;US;Sea;25927;905;0;25927;9050;65,16;FCL
31;9/6/2021;September;Turkey;Istanbul;US;Sea;22689;1055;0;22689;10550;75,96;FCL
32;9/6/2021;September;Turkey;Istanbul;US;Sea;9057;200;0;9057;2000;14,4;FCL
33;9/6/2021;September;Turkey;Istanbul;UK;Road;6941;336;0;6941;3360;24,192;LTL
34;9/6/2021;September;Turkey;Istanbul;UK;Road;27680;1299;0;27680;12990;93,528;FTL
35;9/6/2021;September;Turkey;Istanbul;DE;Road;23450;1369;0;23450;13690;98,568;FTL
36;9/6/2021;September;Turkey;Istanbul;DE;Road;28849;1300;0;28849;13000;93,6;FTL
37;9/6/2021;September;Turkey;Istanbul;UK;Road;16849;1329;0;16849;13290;95,688;FTL
38;9/6/2021;September;Turkey;Istanbul;UK;Road;18616;1202;0;18616;12020;86,544;FTL
39;9/6/2021;September;Turkey;Istanbul;UK;Road;29766;1382;0;29766;13820;99,504;FTL
40;9/6/2021;September;Turkey;Istanbul;UK;Road;15137;1266;0;15137;12660;91,152;FTL
41;9/6/2021;September;Turkey;Istanbul;UK;Road;21255;1388;0;21255;13880;99,936;FTL
42;9/6/2021;September;Turkey;Istanbul;UK;Road;36485;1350;0;36485;13500;97,2;FTL
43;9/6/2021;September;Turkey;Istanbul;UK;Road;73660;1158;0;73660;11580;83,376;FTL
44;9/6/2021;September;Turkey;Istanbul;DE;Road;7304;353;0;7304;3530;25,416;LTL
45;9/6/2021;September;Turkey;Istanbul;DE;Road;26048;1498;0;26048;14980;107,856;FTL
46;9/6/2021;September;Turkey;Istanbul;DE;Road;24109;1327;0;24109;13270;95,544;FTL
47;9/6/2021;September;Turkey;Istanbul;DE;Road;29095;1251;1351;30446;13861;90,072;FTL
48;9/6/2021;September;Turkey;Istanbul;DE;Road;23699;1217;0;23699;12170;87,624;FTL
49;9/6/2021;September;Turkey;Istanbul;DE;Road;42274;1264;0;42274;12640;91,008;FTL
50;9/6/2021;September;Turkey;Istanbul;DE;Road;27165;1274;0;27165;12740;91,728;FTL
51;9/6/2021;September;Spain;Barcelona;DE;Road;9910;782;0;9910;7820;56,304;FTL
52;9/6/2021;September;Spain;Barcelona;DE;Road;11000;760;0;11000;7600;54,72;FTL
53;9/6/2021;September;Spain;Barcelona;DE;Road;16509;998;0;16509;9980;71,856;FTL
54;9/6/2021;September;Spain;Barcelona;DE;Road;17644;1024;0;17644;10240;73,728;FTL
55;9/6/2021;September;Spain;Madrid;DE;Road;14655;739;0;14655;7390;53,208;FTL
56;9/6/2021;September;Spain;Madrid;DE;Road;19613;1075;0;19613;10750;77,4;FTL
57;9/6/2021;September;Spain;Madrid;DE;Road;18171;931;0;18171;9310;67,032;FTL
58;9/6/2021;September;Spain;Madrid;DE;Road;15526;881;0;15526;8810;63,432;FTL
59;9/6/2021;September;Spain;Barcelona;DE;Road;22045;893;0;22045;8930;64,296;FTL
60;9/6/2021;September;Spain;Barcelona;DE;Road;10686;487;0;10686;4870;35,064;FTL
61;9/6/2021;September;Spain;Barcelona;DE;Road;22829;800;0;22829;8000;57,6;FTL
62;9/13/2021;September;Spain;Barcelona;DE;Road;0;0;0;0;0;0;FTL
63;9/13/2021;September;Spain;Barcelona;DE;Road;22412;926;0;22412;9260;66,672;FTL
64;9/13/2021;September;Turkey;Istanbul;UK;Road;27041;1213;0;27041;12130;87,336;FTL
65;9/13/2021;September;Turkey;Istanbul;UK;Road;23937;1310;0;23937;13100;94,32;FTL
66;9/13/2021;September;Turkey;Istanbul;UK;Road;26088;1407;0;26088;14070;101,304;FTL
67;9/13/2021;September;Turkey;Istanbul;UK;Road;19065;1041;0;19065;10410;74,952;FTL
68;9/13/2021;September;Turkey;Istanbul;UK;Road;28982;741;5269;34251;12679;53,352;FTL
69;9/13/2021;September;Turkey;Istanbul;UK;Road;25625;1357;0;25625;13570;97,704;FTL
70;9/13/2021;September;Turkey;Istanbul;UK;Road;23841;1255;0;23841;12550;90,36;FTL
71;9/13/2021;September;Turkey;Istanbul;DE;Road;26176;1089;2713;28889;13603;78,408;FTL
72;9/13/2021;September;Turkey;Istanbul;UK;Road;30388;1466;0;30388;14660;105,552;FTL
73;9/13/2021;September;Turkey;Istanbul;UK;Road;16762;1180;0;16762;11800;84,96;FTL
74;9/13/2021;September;Turkey;Istanbul;UK;Road;25188;1400;0;25188;14000;100,8;FTL
75;9/13/2021;September;Turkey;Istanbul;DE;Road;28602;1123;1677;30279;12907;80,856;FTL
76;9/13/2021;September;Turkey;Istanbul;DE;Road;32543;1273;0;32543;12730;91,656;FTL
77;9/13/2021;September;Turkey;Istanbul;DE;Road;25635;1435;0;25635;14350;103,32;FTL
78;9/13/2021;September;Turkey;Istanbul;DE;Road;19903;1258;0;19903;12580;90,576;FTL
79;9/13/2021;September;Turkey;Istanbul;UK;Road;88;36;0;88;360;2,592;LTL
80;9/13/2021;September;Spain;Barcelona;DE;Road;9979;561;0;9979;5610;40,392;FTL
81;9/13/2021;September;Spain;Barcelona;DE;Road;10926;768;0;10926;7680;55,296;FTL
82;9/13/2021;September;Spain;Barcelona;DE;Road;11477;589;0;11477;5890;42,408;FTL
83;9/13/2021;September;Spain;Barcelona;DE;Road;17170;794;0;17170;7940;57,168;FTL
84;9/13/2021;September;Spain;Barcelona;DE;Road;9789;634;0;9789;6340;45,648;FTL
85;9/13/2021;September;Spain;Barcelona;DE;Road;19611;897;0;19611;8970;64,584;FTL
86;9/13/2021;September;Spain;Barcelona;DE;Road;15262;596;0;15262;5960;42,912;FTL
87;9/13/2021;September;Spain;Barcelona;DE;Road;23652;830;0;23652;8300;59,76;FTL
88;9/13/2021;September;Spain;Barcelona;DE;Road;16256;906;0;16256;9060;65,232;FTL
89;9/13/2021;September;Spain;Barcelona;DE;Road;0;0;0;0;0;0;FTL
90;9/13/2021;September;Spain;Barcelona;DE;Road;18387;800;0;18387;8000;57,6;FTL
91;9/13/2021;September;Spain;Barcelona;DE;Road;7406;329;0;7406;3290;23,688;FTL
92;9/13/2021;September;Turkey;Istanbul;US;Sea;17627;807;0;17627;8070;58,104;FCL
93;9/13/2021;September;Turkey;Istanbul;US;Sea;18933;782;0;18933;7820;56,304;FCL
94;9/13/2021;September;Turkey;Istanbul;US;Sea;24228;938;0;24228;9380;67,536;FCL
95;9/13/2021;September;Turkey;Istanbul;US;Sea;20020;838;0;20020;8380;60,336;FCL
96;9/20/2021;September;Spain;Madrid;DE;Road;19553;866;0;19553;8660;62,352;FTL
97;9/20/2021;September;Spain;Madrid;DE;Road;15942;876;0;15942;8760;63,072;FTL
98;9/20/2021;September;Spain;Madrid;DE;Road;13944;678;0;13944;6780;48,816;FTL
99;9/20/2021;September;Spain;Madrid;DE;Road;3273;365;0;3273;3650;26,28;FTL
100;9/20/2021;September;Spain;Madrid;DE;Road;26450;719;0;26450;7190;51,768;FTL
101;9/20/2021;September;Spain;Madrid;DE;Road;4269;1126;0;4269;11260;81,072;FTL
102;9/20/2021;September;Spain;Barcelona;DE;Road;18948;902;0;18948;9020;64,944;FTL
103;9/20/2021;September;Spain;Barcelona;DE;Road;20673;897;0;20673;8970;64,584;FTL
104;9/20/2021;September;Spain;Barcelona;DE;Road;12149;1028;0;12149;10280;74,016;FTL
105;9/20/2021;September;Spain;Barcelona;DE;Road;13522;1025;0;13522;10250;73,8;FTL
106;9/20/2021;September;Turkey;;UK;Road;13830;1132;0;13830;11320;81,504;FTL
107;9/20/2021;September;Turkey;Istanbul;UK;Road;21226;1292;0;21226;12920;93,024;FTL
108;9/20/2021;September;Turkey;Istanbul;DE;Road;24421;1161;0;24421;11610;83,592;FTL
109;9/20/2021;September;Turkey;Istanbul;DE;Road;17956;1113;0;17956;11130;80,136;FTL
110;9/20/2021;September;Turkey;Istanbul;UK;Road;23023;1197;3068;26091;15038;86,184;FTL
111;9/20/2021;September;Turkey;Istanbul;DE;Road;17470;1137;2313;19783;13683;81,864;FTL
112;9/20/2021;September;Turkey;Istanbul;DE;Road;32685;1303;0;32685;13030;93,816;FTL
113;9/20/2021;September;Turkey;Istanbul;DE;Road;45264;1295;0;45264;12950;93,24;FTL
114;9/20/2021;September;Turkey;Istanbul;DE;Road;4188;171;0;4188;1710;12,312;LTL
115;9/20/2021;September;Turkey;Istanbul;DE;Road;4847;295;0;4847;2950;21,24;LTL
116;9/20/2021;September;Turkey;Istanbul;DE;Road;25007;1308;0;25007;13080;94,176;FTL
117;9/20/2021;September;Turkey;Istanbul;DE;Road;2168;94;0;2168;940;6,768;LTL
118;9/20/2021;September;Turkey;Istanbul;UK;Road;12923;1173;0;12923;11730;84,456;FTL
119;9/20/2021;September;Turkey;Istanbul;UK;Road;30547;1550;0;30547;15500;111,6;FTL
120;9/20/2021;September;Turkey;Istanbul;UK;Road;30804;1168;3426;34230;15106;84,096;LTL
121;9/20/2021;September;Turkey;Istanbul;UK;Road;24886;1306;0;24886;13060;94,032;FTL
122;9/20/2021;September;Turkey;Istanbul;UK;Road;18949;1250;0;18949;12500;90;FTL
123;9/20/2021;September;Turkey;Istanbul;UK;Road;13881;1244;0;13881;12440;89,568;FTL
124;9/20/2021;September;Turkey;Istanbul;UK;Road;20581;1314;0;20581;13140;94,608;FTL
125;9/20/2021;September;Turkey;Istanbul;UK;Road;71354;1249;0;71354;12490;89,928;FTL
126;9/20/2021;September;Turkey;Istanbul;UK;Air;498;18;0;498;180;1,296;FTL
127;9/27/2021;September;Turkey;Istanbul;UK;Road;13881;1244;0;13881;12440;89,568;FTL
128;9/27/2021;September;Turkey;Istanbul;UK;Road;24835;1264;0;24835;12640;91,008;FTL
129;9/27/2021;September;Turkey;Istanbul;UK;Road;48670;1338;0;48670;13380;96,336;FTL
130;9/27/2021;September;Turkey;Istanbul;UK;Road;39234;1381;0;39234;13810;99,432;FTL
131;9/27/2021;September;Turkey;Istanbul;UK;Road;23349;1282;0;23349;12820;92,304;FTL
132;9/27/2021;September;Turkey;Istanbul;UK;Road;12883;842;0;12883;8420;60,624;LTL
133;9/27/2021;September;Turkey;Istanbul;DE;Road;28459;1386;0;28459;13860;99,792;FTL
134;9/27/2021;September;Turkey;Istanbul;UK;Road;19863;1256;0;19863;12560;90,432;FTL
135;9/27/2021;September;Turkey;Istanbul;DE;Road;28307;1364;0;28307;13640;98,208;FTL
136;9/27/2021;September;Turkey;Istanbul;DE;Road;24151;1301;0;24151;13010;93,672;FTL
137;9/27/2021;September;;Istanbul;UK;Road;20820;1361;0;20820;13610;97,992;FTL
138;9/27/2021;September;Turkey;Istanbul;UK;Road;3470;221;0;3470;2210;15,912;LTL
139;9/27/2021;September;Turkey;Istanbul;DE;Road;22848;1229;0;22848;12290;88,488;FTL
140;9/27/2021;September;Turkey;Istanbul;DE;Road;48413;1343;0;48413;13430;96,696;FTL
141;9/27/2021;September;Turkey;Istanbul;DE;Road;32110;1295;0;32110;12950;93,24;FTL
142;9/27/2021;September;Turkey;Istanbul;DE;Road;29454;1287;0;29454;12870;92,664;FTL
143;9/27/2021;September;Spain;Barcelona;DE;Road;19978;718;0;19978;7180;51,696;FTL
144;9/27/2021;September;Spain;Barcelona;DE;Road;13398;793;0;13398;7930;57,096;FTL
145;9/27/2021;September;Spain;Madrid;DE;Road;16939;692;0;16939;6920;49,824;FTL
146;9/27/2021;September;Spain;Barcelona;DE;Road;17591;736;0;17591;7360;52,992;FTL
147;9/27/2021;September;Spain;Barcelona;DE;Road;9770;1033;0;9770;10330;74,376;FTL
148;9/27/2021;September;Spain;Barcelona;DE;Road;13867;763;0;13867;7630;54,936;FTL
149;9/27/2021;September;Spain;Barcelona;DE;Road;13114;711;0;13114;7110;51,192;FTL
150;9/27/2021;September;Spain;Barcelona;DE;Road;13418;920;0;13418;9200;66,24;FTL
151;9/27/2021;September;Spain;Barcelona;DE;Road;12284;847;0;12284;8470;60,984;FTL
152;9/27/2021;September;Spain;Madrid;DE;Road;21828;913;0;21828;9130;65,736;FTL
153;9/27/2021;September;Spain;Barcelona;DE;Road;17180;969;0;17180;9690;69,768;FTL
154;9/27/2021;September;Spain;Barcelona;DE;Road;11297;738;0;11297;7380;53,136;FTL
155;9/27/2021;September;Spain;Barcelona;DE;Road;13234;896;0;13234;8960;64,512;FTL
156;9/27/2021;September;Turkey;Istanbul;US;Sea;4679;172;0;4679;1720;12,384;FCL
157;10/4/2021;October;Turkey;Istanbul;UK;Road;45409;1224;0;45409;12240;88,128;FTL
158;10/4/2021;October;Turkey;Istanbul;UK;Road;28973;1332;0;28973;13320;95,904;FTL
159;10/4/2021;October;Turkey;Istanbul;UK;Road;25904;1380;0;25904;13800;99,36;FTL
160;10/4/2021;October;Turkey;Istanbul;UK;Road;21263;1243;0;21263;12430;89,496;FTL
161;10/4/2021;October;Turkey;Istanbul;UK;Road;29808;1064;0;29808;10640;76,608;LTL
162;10/4/2021;October;Turkey;Istanbul;UK;Road;23800;1412;0;23800;14120;101,664;FTL
163;10/4/2021;October;Turkey;Istanbul;UK;Road;31090;1275;0;31090;12750;91,8;FTL
164;10/4/2021;October;Turkey;Istanbul;DE;Road;20607;1235;0;20607;12350;88,92;FTL
165;10/4/2021;October;Turkey;Istanbul;DE;Road;35367;1375;0;35367;13750;99;FTL
166;10/4/2021;October;Turkey;Istanbul;DE;Road;38761;1222;0;38761;12220;87,984;FTL
167;10/4/2021;October;Turkey;Istanbul;DE;Road;15207;926;4609;19816;13869;66,672;FTL
168;10/4/2021;October;Turkey;Istanbul;DE;Road;22367;1043;0;22367;10430;75,096;FTL
169;10/4/2021;October;Spain;Barcelona;DE;Road;11513;870;0;11513;8700;62,64;FTL
170;10/4/2021;October;Spain;Barcelona;DE;Road;11967;900;0;11967;9000;64,8;FTL
171;10/4/2021;October;Spain;Barcelona;DE;Road;11513;870;0;11513;8700;62,64;FTL
172;10/4/2021;October;Spain;Barcelona;DE;Road;8694;640;0;8694;6400;46,08;FTL
173;10/4/2021;October;Spain;Barcelona;DE;Road;5957;445;0;5957;4450;32,04;FTL
174;10/4/2021;October;Spain;Barcelona;DE;Road;5321;561;0;5321;5610;40,392;FTL
175;10/4/2021;October;Spain;Barcelona;DE;Road;11408;785;0;11408;7850;56,52;FTL
176;10/4/2021;October;Spain;Barcelona;DE;Road;7919;507;0;7919;5070;36,504;FTL
177;10/4/2021;October;Spain;Barcelona;DE;Road;12488;854;0;12488;8540;61,488;FTL
178;10/4/2021;October;Spain;Madrid;DE;Road;10429;659;0;10429;6590;47,448;FTL
179;10/4/2021;October;Spain;Barcelona;DE;Road;13627;830;0;13627;8300;59,76;FTL
180;10/4/2021;October;Spain;Barcelona;DE;Road;5548;507;0;5548;5070;36,504;FTL
181;10/4/2021;October;Spain;Madrid;DE;Road;10556;471;0;10556;4710;33,912;FTL
182;10/4/2021;October;Spain;Barcelona;DE;Road;8776;744;0;8776;7440;53,568;FTL
183;10/4/2021;October;Spain;Barcelona;DE;Road;11181;774;0;11181;7740;55,728;FTL
184;10/4/2021;October;Spain;Barcelona;DE;Road;3467;476;0;3467;4760;34,272;FTL
185;10/4/2021;October;Turkey;Istanbul;UK;Air;1458;48;0;1458;480;3,456;LTL
186;10/4/2021;October;Turkey;Istanbul;DE;Air;337;12;0;337;120;0,864;LTL
187;10/4/2021;October;Turkey;Istanbul;US;Air;414;8;0;414;80;0,576;LTL
188;10/4/2021;October;Turkey;Istanbul;US;Air;478;53;0;478;530;3,816;LTL
189;10/4/2021;October;Turkey;Istanbul;US;Air;20;3;0;20;30;0,216;LTL
190;10/4/2021;October;Turkey;Istanbul;US;Sea;11282;689;0;11282;6890;49,608;FCL
191;10/4/2021;October;Turkey;Istanbul;US;Sea;3784;276;0;3784;2760;19,872;FCL
192;10/4/2021;October;Turkey;Istanbul;US;Sea;23447;765;0;23447;7650;55,08;FCL
193;10/4/2021;October;Turkey;Istanbul;US;Sea;25927;905;0;25927;9050;65,16;FCL
194;10/4/2021;October;Turkey;Istanbul;US;Sea;4628;181;0;4628;1810;13,032;FCL
195;10/11/2021;October;Spain;Barcelona;DE;Road;8694;640;0;8694;6400;46,08;FTL
196;10/11/2021;October;Spain;Madrid;DE;Road;5957;445;0;5957;4450;32,04;FTL
197;10/11/2021;October;Spain;Barcelona;DE;Road;5321;561;0;5321;5610;40,392;FTL
198;10/11/2021;October;Spain;Barcelona;DE;Road;13627;830;0;13627;8300;59,76;FTL
199;10/11/2021;October;Turkey;Istanbul;US;Air;333;8;0;333;80;0,576;LTL
200;10/11/2021;October;Turkey;Istanbul;US;Air;1099;69;0;1099;690;4,968;LTL
201;10/11/2021;October;Turkey;Istanbul;US;Sea;19424;983;0;19424;9830;70,776;FCL
202;10/11/2021;October;Turkey;Istanbul;US;Sea;16689;1010;0;16689;10100;72,72;FCL
203;10/11/2021;October;Turkey;Istanbul;US;Sea;6948;491;0;6948;4910;35,352;FCL
204;10/11/2021;October;Turkey;Istanbul;US;Sea;11617;863;0;11617;8630;62,136;FCL
205;10/11/2021;October;Turkey;Istanbul;US;Sea;18013;1077;0;18013;10770;77,544;FCL
206;10/11/2021;October;Turkey;Istanbul;US;Sea;12117;844;0;12117;8440;60,768;FCL
207;10/11/2021;October;Turkey;Istanbul;UK;Road;12938;947;4629;17567;14099;68,184;FTL
208;10/11/2021;October;Turkey;Istanbul;UK;Road;30202;1205;273;30475;12323;86,76;FTL
209;10/11/2021;October;Turkey;Istanbul;UK;Road;17496;1306;0;17496;13060;94,032;FTL
210;10/11/2021;October;Turkey;Istanbul;UK;Road;34167;1220;0;34167;12200;87,84;FTL
211;10/11/2021;October;Turkey;Istanbul;UK;Road;317;24;0;317;240;1,728;LTL
212;10/11/2021;October;Turkey;Istanbul;DE;Road;29204;1270;0;29204;12700;91,44;FTL
213;10/11/2021;October;Turkey;Istanbul;DE;Road;42387;1361;0;42387;13610;97,992;FTL
214;10/11/2021;October;Spain;Barcelona;DE;Road;12341;843;0;12341;8430;60,696;FTL
215;10/11/2021;October;Spain;Barcelona;DE;Road;14014;1077;0;14014;10770;77,544;FTL
216;10/11/2021;October;Spain;Barcelona;DE;Road;14589;834;0;14589;8340;60,048;FTL
217;10/11/2021;October;Spain;Barcelona;DE;Road;15466;979;0;15466;9790;70,488;FTL
218;10/11/2021;October;Spain;Barcelona;DE;Road;8595;665;0;8595;6650;47,88;FTL
219;10/11/2021;October;Spain;Barcelona;DE;Road;14960;932;0;14960;9320;67,104;FTL
220;10/11/2021;October;Spain;Barcelona;DE;Road;11214;697;0;11214;6970;50,184;FTL
221;10/11/2021;October;Spain;Barcelona;DE;Road;5584;836;0;5584;8360;60,192;FTL
222;10/11/2021;October;Spain;Barcelona;DE;Road;21301;889;0;21301;8890;64,008;FTL
223;10/11/2021;October;Spain;Madrid;DE;Road;5970;694;0;5970;6940;49,968;FTL
224;10/11/2021;October;Spain;Barcelona;DE;Road;16428;752;0;16428;7520;54,144;FTL
225;10/18/2021;October;Turkey;Istanbul;UK;Road;20161;1098;1000;21161;11980;79,056;FTL
226;10/18/2021;October;Turkey;Istanbul;UK;Road;30600;1014;0;30600;10140;73,008;LTL
227;10/18/2021;October;Turkey;Istanbul;UK;Road;32883;1421;0;32883;14210;102,312;FTL
228;10/18/2021;October;Turkey;Istanbul;UK;Road;24620;1130;925;25545;12225;81,36;FTL
229;10/18/2021;October;Turkey;Istanbul;UK;Road;34181;1469;0;34181;14690;105,768;FTL
230;10/18/2021;October;Turkey;Istanbul;DE;Road;23340;1243;137;23477;12567;89,496;FTL
231;10/18/2021;October;Turkey;Istanbul;DE;Road;28653;1207;0;28653;12070;86,904;FTL
232;10/18/2021;October;Turkey;Istanbul;DE;Road;31442;1067;0;31442;10670;76,824;FTL
233;10/18/2021;October;Turkey;Istanbul;DE;Road;31583;1251;0;31583;12510;90,072;FTL
234;10/18/2021;October;Turkey;Istanbul;DE;Road;9446;395;0;9446;3950;28,44;LTL
235;10/18/2021;October;Turkey;Istanbul;DE;Road;21678;1319;0;21678;13190;94,968;FTL
236;10/18/2021;October;Spain;Barcelona;DE;Road;11310;698;0;11310;6980;50,256;FTL
237;10/18/2021;October;Spain;Madrid;DE;Road;8055;557;0;8055;5570;40,104;FTL
238;10/18/2021;October;Spain;Barcelona;DE;Road;8835;663;0;8835;6630;47,736;FTL
239;10/18/2021;October;Spain;Barcelona;DE;Road;15962;804;0;15962;8040;57,888;FTL
240;10/18/2021;October;Spain;Barcelona;DE;Road;7727;750;0;7727;7500;54;FTL
241;10/18/2021;October;Spain;Barcelona;DE;Road;7029;553;0;7029;5530;39,816;FTL
242;10/18/2021;October;Spain;Barcelona;DE;Road;18094;875;0;18094;8750;63;FTL
243;10/18/2021;October;Spain;Barcelona;DE;Road;12871;508;0;12871;5080;36,576;FTL
244;10/18/2021;October;Spain;Madrid;DE;Road;18105;1018;0;18105;10180;73,296;FTL
245;10/18/2021;October;Spain;Madrid;DE;Road;12463;1132;0;12463;11320;81,504;FTL
246;10/18/2021;October;Spain;Barcelona;DE;Road;9221;1181;0;9221;11810;85,032;FTL
247;10/18/2021;October;Spain;Barcelona;DE;Road;11437;572;0;11437;5720;41,184;FTL
248;10/18/2021;October;Turkey;Istanbul;US;Sea;19851;1005;0;19851;10050;72,36;FCL
249;10/18/2021;October;Turkey;Istanbul;US;Sea;17851;821;0;17851;8210;59,112;FCL
250;10/18/2021;October;Turkey;Istanbul;US;Sea;18753;945;0;18753;9450;68,04;FCL
251;10/18/2021;October;Turkey;Istanbul;US;Sea;18958;1063;0;18958;10630;76,536;FCL
252;10/18/2021;October;Turkey;Istanbul;US;Sea;14816;771;0;14816;7710;55,512;FCL
253;10/25/2021;October;Turkey;Istanbul;UK;Road;27661;1260;0;27661;12600;90,72;FTL
254;10/25/2021;October;Turkey;Istanbul;UK;Road;36437;1137;1834;38271;13204;81,864;FTL
255;10/25/2021;October;Turkey;Istanbul;UK;Road;26989;1317;0;26989;13170;94,824;FTL
256;10/25/2021;October;Turkey;Istanbul;UK;Road;29094;834;0;29094;8340;60,048;LTL
257;10/25/2021;October;Turkey;Istanbul;UK;Road;34601;1379;0;34601;13790;99,288;FTL
258;10/25/2021;October;Turkey;Istanbul;UK;Road;32675;1345;0;32675;13450;96,84;FTL
259;10/25/2021;October;Turkey;Istanbul;UK;Road;30662;1339;0;30662;13390;96,408;FTL
260;10/25/2021;October;Turkey;Istanbul;UK;Road;33721;735;0;33721;7350;52,92;LTL
261;10/25/2021;October;Turkey;Istanbul;UK;Road;31767;1393;0;31767;13930;100,296;FTL
262;10/25/2021;October;Turkey;Istanbul;UK;Road;24133;1354;0;24133;13540;97,488;FTL
263;10/25/2021;October;Turkey;Istanbul;UK;Road;73620;1399;0;73620;13990;100,728;FTL
264;10/25/2021;October;Turkey;Istanbul;UK;Road;29033;1089;2432;31465;13322;78,408;FTL
265;10/25/2021;October;Turkey;Istanbul;DE;Road;23499;1271;0;23499;12710;91,512;FTL
266;10/25/2021;October;Turkey;Istanbul;DE;Road;26500;1288;0;26500;12880;92,736;FTL
267;10/25/2021;October;Turkey;Istanbul;DE;Road;36310;1271;0;36310;12710;91,512;FTL
268;10/25/2021;October;Turkey;Istanbul;DE;Road;38711;1250;0;38711;12500;90;FTL
269;10/25/2021;October;Turkey;Istanbul;DE;Road;9604;544;0;9604;5440;39,168;FTL
270;10/25/2021;October;Turkey;Istanbul;DE;Road;16453;795;6353;22806;14303;57,24;FTL
271;10/25/2021;October;Turkey;Istanbul;DE;Road;24450;1243;0;24450;12430;89,496;FTL
272;10/25/2021;October;Turkey;Istanbul;DE;Road;21853;1202;1200;23053;13220;86,544;FTL
273;10/25/2021;October;Spain;Barcelona;DE;Road;10974;885;0;10974;8850;63,72;FTL
274;10/25/2021;October;Spain;Madrid;DE;Road;6967;1166;0;6967;11660;83,952;FTL
275;10/25/2021;October;Spain;Barcelona;DE;Road;16416;982;0;16416;9820;70,704;FTL
276;10/25/2021;October;Spain;Barcelona;DE;Road;16940;553;0;16940;5530;39,816;FTL
277;10/25/2021;October;Spain;Barcelona;DE;Road;10500;777;0;10500;7770;55,944;FTL
278;10/25/2021;October;Spain;Barcelona;DE;Road;15235;996;0;15235;9960;71,712;FTL
279;10/25/2021;October;Spain;Madrid;DE;Road;8746;608;0;8746;6080;43,776;FTL
280;10/25/2021;October;Spain;Barcelona;DE;Road;6001;689;0;6001;6890;49,608;FTL
281;10/25/2021;October;Spain;Barcelona;DE;Road;6241;587;0;6241;5870;42,264;FTL
282;10/25/2021;October;Spain;Barcelona;DE;Road;10300;1060;0;10300;10600;76,32;FTL
283;10/25/2021;October;Spain;Barcelona;DE;Road;13288;875;0;13288;8750;63;FTL
284;10/25/2021;October;Turkey;Istanbul;US;Sea;17572;950;0;17572;9500;68,4;FCL
